,DrugName,DrugSmiles,EC,ReactionCenter,ProductSmiles,ProductInChiKey
14,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.62,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
15,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.161,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
16,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2.4.1.170,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
17,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.62,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
18,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.161,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
19,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2.4.1.170,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
20,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.31,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,HSMKCYZQUFDOLL-UHFFFAOYSA-N
21,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2.4.1.17,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(C(=O)O)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,HSMKCYZQUFDOLL-UHFFFAOYSA-N
22,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.31,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
23,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2.4.1.17,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
24,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.31,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
25,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.-,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
26,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.37,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
27,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.21,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
28,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.23,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
29,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.37,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OCC(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,XCWKUKLQCHNMBO-UHFFFAOYSA-N
30,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.21,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OCC(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,XCWKUKLQCHNMBO-UHFFFAOYSA-N
31,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.23,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OCC(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,XCWKUKLQCHNMBO-UHFFFAOYSA-N
32,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.37,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
33,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.23,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
34,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.45,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
35,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.45,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
36,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.23,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
37,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.45,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
38,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.161,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
39,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.25,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
40,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.58,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
41,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.37,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
42,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.74,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
43,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.25,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
44,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.58,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
45,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.74,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
46,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.70,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
47,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.20,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
48,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.3,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
49,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.10,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
50,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,4.2.2.13,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,FHXACOPOJBXRQQ-UHFFFAOYSA-N
51,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.70,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
52,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.20,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
53,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.3,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
54,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.10,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
55,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,4.2.2.13,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
56,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.31,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OCC(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,XCWKUKLQCHNMBO-UHFFFAOYSA-N
57,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.55,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OCC(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,XCWKUKLQCHNMBO-UHFFFAOYSA-N
58,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.55,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
59,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.8,22,CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OCC(O)C(O)C5O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,XCWKUKLQCHNMBO-UHFFFAOYSA-N
60,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.8,8,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,FTVWIRXFELQLPI-UHFFFAOYSA-N
61,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.8,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
62,Naringin,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,3.2.1.22,8,CC1OC(OC2C(O)OC(CO)C(O)C2O)C(O)C(O)C1O,VSRVRBXGIRFARR-UHFFFAOYSA-N
